,count
"benewenckie,prosulae,prosulas,tropes,tropi",1
"key,musical",1
"mode,personal",1
"song,selfdomestication,tonality",1
"cadential,chord,function,harmony",1
"anthropology,culture,genetics,islands,language,linguistic",1
"geography,population",1
"genetics,species",1
combinatorics,1
"humanities,natural",1
"perception,error",1
"detection,pulse,timekeeping",1
"management,aspects",1
"expression,cultural",1
"construction,hospitality,kinship,language",1
"functions,music",1
"transmission,musical",1
omr-assisted,1
prints,1
homophonic,1
vectorization,1
mcma,1
game,1
ontologist,1
"analytics,digital",1
"history,language",1
"beethoven,beethoven,corpus",1
"research,corpus",1
"musicology,ground",1
"truth,ground",1
"truth,harmony,music,music,music",1
"ground,symbolic",1
"data,symbolic",1
"processing,valence",1
"order,lindenmayer",1
"systems,minimal",1
"music,phasing,quasiperiodicity",1
"processing,characters,connectionist",1
"401,count",1
"groups,essentially",1
"traditional,followed",1
"morphology,edu,harvard,harvard",1
department,1
"of,jesse",1
"snedeker,past",1
"tense,productivity,psychology,reuse,snedeker,storage,wjh",1
"languages,natural",1
"attention,curiosity,music",1
"engagement,predictive",1
"experience,prediction,syntactic",1
"brain,music,rhythm",1
"distance,culture,gender",1
"differences,identity,regional",1
"ethnomusicology,music",1
"estimation,data",1
"fusion,music",1
"model,computation,derivational",1
"dahlhaus,diatonic",1
"theory,scale",1
"context,cinema",1
"humanities,film",1
exhibition,1
"cortex,component,ecog,electrocorticography,fmri,music,natural",1
"sounds,song,speech,voice",1
"action,context,grammar,harmony,musical",1
"recognition,feature",1
"extraction,indexes,machine",1
"retrieval,psychology,rhythm",1
"cognition,emotion,neuroscience",1
"musicology,corpus,corpus",1
"analysis,datasets,ethnomusicology,music",1
"retrieval,musicology,review,world",1
"duration,harmonicity,musical",1
"creativity,cscw,hci,mir",1
"scores,object",1
"detection,optical",1
"tendency,genetic",1
"algorithm,validity",1
"indices,visual",1
"computing,audio",1
"design,emotion",1
"culture,metacognition,social",1
"learning,technical",1
"reasoning,theory",1
"noun,formal",1
"property,lexical",1
"entry,lexical",1
"unit,mass",1
noun,1
"complex,list,probably",1
"common,the",1
"the,the",1
"is,within",1
stroke,1
"linking,information",1
"extraction,musicology,natural",1
"processing,sentiment",1
hy,1
"major,why",1
"keys,with",1
ordering,1
"ambiguity,bass,double,harmonic",1
"series,harmony,jazz,missing",1
"fundamental,music",1
"theory,root,virtual",1
"and,and",1
"like,and",1
"negative,associated",1
positive,1
"emotional,contentment,elation,emotion,grace,happiness,joy,majesty,major,minor,not",1
"different,of",1
"semitones,prolongation,schenker,serenity,tenderness,they",1
"are,valence,victory,w",1
"collaboration,social",1
"music,spotify,successful",1
"curation,survey,user",1
covid,1
"19,learning,music",1
"perception,prototypes,social",1
"psychology,surveys",1
"chord,consonance,diatonicity,diminished,dissonance,evenness,familiarity,harmonicity,harmony,major,minor,preference,roughness,simultaneity,sonority,suspended,triad,trichord",1
"consonance,musical",1
"interval,pleasantness",1
heuristic,1
"search,music",1
"analysis,segmentation,segmentation",1
"playlist,interview,mixed",1
"methods,music",1
"playlist,music",1
"perception,probabilistic",1
"prediction,probabilistic",1
"prediction,statistical",1
"carnatic,hindustani,indian",1
"collocations,evaluation,lexical",1
"measures,multiword",1
"4cat,computational",1
"methods,research",1
"sociolinguistics,cultural",1
"evolution,evolution,genetics,linguistics,linguistics,music,music,social",1
"erp,individual",1
"differences,language,music,prediction",1
"database,spectrograms",1
neuro,1
"biology,social",1
"enculturation,enculturation,idyom,music",1
"tone,virtual",1
"cognition,consciousness,emotion,foetal",1
"development,learning,memory,musical",1
"development,perception,sounds",1
"root,harmony,missing",1
"fundamental,pitch,tonality",1
"arts,interdisciplinary",1
anthropological,1
"theory,pitch",1
"class,root",1
"position,tonal",1
"harmony,pitch",1
"class,tonality,virtual",1
"pitch,voice",1
"diatonic,harmonic",1
"series,plainchant,prevalence,rising",1
"archaeology,cultural",1
"rate,human",1
"evolution,lithic",1
chomsky,1
"hierarchy,comple,language",1
"birdsong,scales,singing",1
"accuracy,tonality,tuning",1
"entropy,modeling,niche,range",1
"classification,statistical",1
"networks,chord",1
"classification,discrete",1
"learnability,poverty",1
"plan,data",1
"stewardship,fair",1
"theory,scriabin",1
heaps,1
"transform,harmonic",1
"qualities,music",1
"analysis,wavescapes",1
"modularity,music",1
"processing,neurosciences",1
"harmony,language,music,neural",1
"overlap,speech",1
"progressions,genre",1
"tools,web",1
scraping,1
"eeg,fmri,meg,neuroscience,psychophysics,python,software,vision",1
"acoustics,computers,habits,instrumentation,measurement,music",1
"perception,network",1
"analysis,taxonomy",1
qualia,1
"space,fourier",1
"models,terminology",1
"humanities,epistemology,historiography,uncertainty",1
"narratology,narrative,natural",1
"processing,storytelling,structural",1
computerised,1
"analysis,data,digital",1
"methods,digitization",1
baldwin,1
"role,vector,vector",1
electrical,1
equipment,1
"supplies,emotions,humans,internet,interpersonal",1
"relations,reading",1
"disciplines,arts",1
"humanities,definition,digital",1
"humanities,formal",1
"modeling,emergent,generative",1
"syntax,large",1
"model,minimalism,statistical",1
"learning,syntax",1
"encoding,concepts,conceptual",1
spectro-temporal,1
differentiate,1
decoupling,1
"model,bootstrapping,cognitive",1
"development,cp",1
"transition,language",1
"thought,number",1
"ambiguity,information",1
"theory,language",1
"processing,rational",1
"chomsky,cognitive",1
"stimulation,adult,analysis",1
"variance,auditory,auditory",1
"perception,evoked",1
"potentials,female,humans,male,mental",1
"processes,music,pitch",1
"illusions,auditory",1
"perception,bistability,music,perceptual",1
"availabledata,style",1
"graphs,relational",1
"presheaf,transformational",1
"_todo,modelling,modelling",1
"musicology,empirical",1
"aesthetics,musical",1
"structure,perceived",1
"dissonance,polyrhythm",1
"chords,facilitation,musical",1
"seventeenthcentury,style",1
"psychology,cultural",1
"musicology,melodic",1
"structure,other,pitch,psychology,scales,social",1
"sciences,transmission",1
"cortex,human",1
"theory,hemiola,meter,metrical",1
"layer,transformational",1
"effect,grammar,musical",1
"protolanguage,pitch",1
connective,1
"leadership,contention,egyptian",1
"revolution,facebook,marketing,social",1
"grammar,learning,statistical",1
"practice,doctoral,phd,postgraduate,researcher,supervision,university",1
"funktionstheorie,riemann,tonality",1
"perception,sensorimotor",1
"synchronization,temporal",1
"methods,hindustani",1
"musicology,raga",1
"emergence,evolution,hat",1
"pattern,rise",1
"decline,system",1
"dynamics,unimodality",1
"expertise,neural",1
"gain,precision,salience",1
equiheptatonic,1
"tuning,step",1
"sizes,strict",1
"propriety,thai",1
"analysis,beat",1
"psychology,rhythm",1
"archives,historical",1
"archaeology,human",1
"learning,libraries,pedagogy,social",1
"media,twitter",1
"modeling,corpus",1
"analysis,key",1
"profiles,keys,tonality",1
"dcm,mmn,musical",1
"emotions,erp,language,minor",1
"key,music,n400,sadness,valence",1
"illusion,gestalt,impression",1
"power,numerosity,solitaire",1
"processing,music,optical",1
"denkmaler,digital",1
"editions,monumenta,monumental",1
"editions,music",1
"analysis,online",1
encyclopedias,1
"data,biografik,musiksoziologie,musiktheater,musiktheorie",1
"composer,foundationalwork,nielsen",1
"linguistics,musical",1
"instruments,orchestration,qualia,timbre,timbre",1
"brain,culture,evolution,mind,neurobiology",1
"beat,beat",1
"networks,social",1
"meaning,music",1
"humanities,interdisziplinaritat,mixed",1
"methods,textanalyse",1
"centrality,cultural",1
"adaptation,evolutionary",1
"theory,natural",1
"selection,network",1
"game,sound",1
"ratio,music",1
"oscillations,rhythm,scalar",1
"music,image",1
"processing,machine",1
"capital,social",1
"dynamics,social",1
"hierarchy,social",1
interonset,1
"intervals,isochrony,npvi,rhythm,timing",1
"perception,bioacoustics,cultural",1
"transmission,evolution",1
"cognition,evolution",1
"communication,human",1
"behaviour,iterated",1
"cognition,signaling",1
"cognition,mathematics",1
"creativity,emotion,music",1
"rates,initial",1
"learning,nonverbal",1
"methods,biological",1
"techniques,climate",1
"sciences,computational",1
"neuroscience,evolution,machine",1
"evolution,food",1
"sharing,norms,phylogenetic",1
"recognition,machine",1
"translation,optical",1
"grandstaff,neural",1
"recognition,polyphonic",1
"encoding,machine",1
"learning,neural",1
"cataloguing,digital",1
"technology,extensible",1
markup,1
"language,music,resource",1
"sharing,united",1
cooperative,1
"behavior,cross",1
"cultural,cultural",1
"induction,beat",1
"perception,dance,embodied",1
"cognition,evolution,humans,rhythm",1
"efferent,cochlea,electroencephalography,expectancy,otoacoustic",1
"emission,prediction",1
"techniques,big",1
"data,data",1
"mining,digital",1
"creativity,music,music",1
",ecologically",1
valid,1
"experimentation,implicit",1
"learning,melody,music,music",1
"cognition,north",1
"music,statistical",1
ognition,1
"methods,extreme",1
"speech,telegram",1
"meme,meme,software",1
"studies,technical",1
"collection,technicity",1
"completeness,artificial",1
"creativity,artificial",1
"intelligence,chess,human",1
"communication,liszt,mazeppa,meaning,music",1
"pragmatics,rewriting,vision",1
"cognition,corpus",1
"analysis,culturomics,melodic",1
"expectation,music",1
"history,pattern",1
"recognition,pattern",1
"recognition,psychology",1
"learning,neuroscience,sexual",1
"behaviour,social",1
"representations,nosource,standards",1
"encoding,notation",1
"transcription,optical",1
"representations,standards",1
exponential,1
"models,models,statistical",1
"data,johannes,long,music",1
"history,musicology",1
"sixth,integration,language,music,ssirh",1
"entropy,gene",1
"expression,information",1
"theory,oncology",1
"agents,probability",1
"distribution,square",1
"theory,syntax",1
"skills,musical",1
"training,transfer",1
"motives,mozart,music",1
"methods,mozart,tonal",1
"keys,transpositional",1
nonequivalence,1
"liszt,modernism,unstern",1
"perception,neuroscience,pattern",1
pessimistic,1
aversion,1
preservation,1
formats,1
perde,1
seyir,1
"modeling,harmony,jazz,music,music",1
"k,ey,harmony,i,i",1
"ntroduction,key",1
"induction,music",1
"cognition,t",1
onality,1
"cognitive,computational",1
"modeling,developmental",1
"psychology,learning,music",1
"curve,pca,prediction,psychoacoustics",1
"bioacoustics,elderly,emotions,entropy,memory,music",1
"perception,regression",1
analisi,1
"stilometrica,big",1
"data,digital",1
"humanities,letteratura,literature,stylometric",1
"reward,dopamine,emotion,music,neuroaesthetics,prediction",1
"humanities,covid,dramaturgy,gender",1
"identity,music,sexual",1
"orientation,social",1
"sciences,tiktok",1
"system,computational",1
"neuroscience,human",1
"learning,language,music,statistical",1
"arousal,emotion,onset",1
"induction,number",1
"mining,social",1
"scale,jazz,matlab,schonberg,schwebend",1
"adolescents,children,human",1
"learning,intelligence,longitudinal",1
"studies,personality,schools,survival",1
"musikwissenschaft,soziale",1
"medien,tiktok,vermittlung,wissenschaftskommunikation",1
"waves,statistical",1
"dahlhaus,spatromantik",1
"classification,cluster",1
"analysis,clustering",1
"validity,graphical",1
child,1
"model,concept",1
"learning,generalization,grammar",1
credit,1
"attribution,shared",1
"practices,social",1
"neuroscience,music,neuroscience,social",1
"studies,social",1
citational,1
"justice,data",1
"visualisation,open",1
"sciences,online",1
"experiments,online",1
"methods,remote",1
"idyom,information",1
"content,music",1
"training,polyphonic",1
"processing,eeg,implicit",1
"diversity,interdisciplinarity,music,research",1
"perception,representational",1
"algorithms,computational",1
"cognition,design,experimentation,harmonic",1
"analysis,human",1
"factors,music",1
"visualization,theory,tonal",1
"careers,conferences",1
"meetings,education",1
"cognition,reasoning",1
"biases,sampling",1
"claim,early",1
"music,musicology,ontology",1
"emotions,habits,libraries,music",1
"therapy,questionnaires,surveys",1
"magnetoencephalography,multivariate",1
"decoding,pitch",1
"environment,exposed",1
"melody,from",1
"we,hear",1
"radio,hum",1
"to,melody,memory,music",1
"cognition,of",1
"with,on",1
"basis,people",1
"cognition,individual",1
"creativity,musical",1
"creativity,performance",1
"parsifal,simon,tonfelder",1
"content,audio",1
"feature,music",1
"genre,music",1
"contour,everywhere",1
"involvement,plasticity,supramarginal",1
nition,1
"iq,language,music",1
"training,personality,spatial",1
"abilities,speech",1
"aptitude,intelligence,music",1
"training,perception,personality,speech",1
"composition,enactive",1
"science,reading,writing",1
"comparative,cooperation,cultural",1
"evolution,harmony,language,music,prediction,reward,synchrony,vocal",1
"libraries,document",1
"analysis,metadata,music",1
"libraries,musical",1
cathodal,1
"stimulation,expertise,functional",1
"testing,harmonic",1
"expectations,pitch",1
"intonation,tonal",1
"cadence,music",1
"algorithm,anthropology,apple,appreciation,artificial",1
"intelligence,calculation,capitalism,captivation,care,celebrity,commerce,computer",1
"science,cosmology,curation,data,database,engineering,habit,listeners,listening,machine",1
"systems,musicians,nonfiction,obscurity,pandora,profiles,programming,range,songs,spotify,streaming,technology,users",1
gibson,1
"1,donnell",1
"2,evelina",1
fedorenko,1
"1,melissa",1
troyer,1
"1,o,priming,relative",1
"clauses,syntax,timothy",1
"analysis,syllables,vocalization",1
"preferences,aesthetics,emotions,happiness,hedonism,music,sadness,word",1
"beziehung,computer,einstellung,forschung,kunst,madchen,mathematics",1
"arts,digital",1
"humanities,humanities,practitioners,public",1
"humanities,publicly",1
"05e45,atonality,composition,harmony,scales,tonality",1
edward,1
come,1
"contact,the",1
"form,to",1
"we,tonality,we",1
"are,which,with",1
doubt,1
"signals,acoustics,bioacoustics,cultural",1
"anthropology,primates,principal",1
"homology,rhythm",1
"affordances,cadences,folksongs,oral",1
"acoustics,birdsong,language,music,speech",1
antiphonal,1
"psalmody,antiphons,differentia,manuscript",1
"indices,mnemonic",1
"devices,mode,plainchant,standardization",1
"studies,ethnicity,gender,popular",1
twinger,1
"konigshofen,manuscripts,medieval",1
"studies,shared",1
"transmission,topic",1
"computing,nonlinear",1
"fifths,melodic",1
"analysis,metrics",1
"data,persistent",1
"perception,perception,popular",1
"music,rhythm,social",1
"sciences,stimuli",1
analise,1
"musical,critica",1
"musical,harmonia,musica",1
"popular,teoria",1
"history,jakob",1
"context,eyetracking,nominal",1
"modifier,pragmatic",1
"knowledge,referential",1
"debate,pdp",1
"models,quasiregularity,words",1
"communication,compression,information",1
"theory,menzerath,zipf",1
"psychology,complexity,drums,music",1
"audio,dataset,mir,music",1
"scores,music",1
"sheets,python",1
"evolution,dynamical",1
"style,social",1
"dynamics,statistical",1
"learning,trend",1
"chromagram,indian",1
2k-tone,1
"practices,cognitive",1
"development,collaboration,internet,research",1
"variation,melody",1
"length,probability,raga,thaat",1
"signals,community",1
"structure,culture,internet,music",1
"perception,optimization,social",1
echo,1
circadian,1
enjoyment,1
uplifting,1
dynamically,1
playlisting,1
favorites,1
south,1
"music,race,sampling",1
"imitation,inheritance",1
"system,mechanisms",1
"imitation,mirror",1
"psychology,harmony,key,key",1
"finding,meter,music,pop",1
"stewardship,musicology,open",1
"access,open",1
"literature,narrative,social",1
"data,imputation",1
biochemical,1
"simulations,evolutionary",1
"genetics,markov",1
"models,nucleotide",1
"sequencing,nucleotides,phylogenetics,sequence",1
"alignment,simulation",1
"nrt,review",1
"signals,consonants,entropy,forecasting,happiness,music",1
"listeners,mental",1
"representations,music",1
"listening,musical",1
"humanities,film,film",1
"studies,hedonic",1
"selection,literature,modern",1
"functions,individual",1
"ability,working",1
"constituents,hierarchical",1
"structures,music",1
"representation,musical",1
"information,musicology",1
apc,1
"models,cohorts,identification",1
"music,shruti,spectral",1
"feature,neural",1
"networks,raag",1
"identification,toolbox",1
"effect,gestalt,harmonic",1
"context,octave",1
"equivalence,pitch",1
"control,language,music,syntax",1
"learning,new",1
"instruments,perception",1
"action,pitch",1
"layouts,sound",1
"manuscripts,medieval",1
"studies,middle",1
"ages,network",1
checkerboard,1
"analysis,rhythm",1
"patterns,tempo",1
"analysis,indian",1
"music,open",1
"processing,auditory",1
"system,frequency,music,psychoacoustic",1
"research,sounds",1
"layouts,motor",1
"representations,cultural",1
"analysis,dataset,deep",1
"learning,information",1
"theory,style",1
"study,hindustani",1
"music,hindustani",1
"taal,indian",1
"music,meter,rhythm",1
"theory,historische",1
"musiktheorie,history",1
"composition,kompositionsgeschichte,methodik,methodology,music",1
"musicology,musikanalyse,musiktheorie",1
"musikwissenschaft,systematic",1
"theory,systematische",1
"framework,art",1
"history,color",1
"harmony,tonnetz,transformational",1
agiles,1
"lernen,agilitat,eduscrum,evaluation,hochschullehre,kompetenzen,selbststeuerung",1
"antiquity,gioseffo",1
"zarlino,music",1
"theory,renaissance,senario",1
"syntax,language,music,syntax",1
"affect,corpus",1
"grants,scientists,software",1
"evolution,phylogenetic",1
"analysis,primates,social",1
"anthropology,cultural",1
"studies,psychology",1
chick,1
"corea,hexatonic",1
"system,jazz,jazz",1
"management,optical",1
"recognition,paolo",1
"agostini,supervised",1
"careers,computer",1
"software,open",1
"software,philanthropic",1
"science,research",1
"funding,research",1
"pattern,euclidean",1
"transformation,grid",1
"cell,lattice",1
"design,turing",1
"learning,electroencephalography,electroencephalography,music",1
"retrieval,rhythm",1
"networks,music",1
"encoding,online",1
imported,1
"emotion,happiness,modality,popular",1
"music,scales",1
"coordination,information,language",1
"production,probabilistic",1
"models,syntax",1
"analysis,intervals",1
"models,music",1
"clustering,hierarchical",1
"model,markov",1
"model,nonparametric",1
ancestral,1
"reconstruction,bayesian",1
"inference,cladistic",1
"analysis,international",1
"type,retention",1
"evolution,emergence,imitation,inferential",1
"learning,replication,selection",1
"attention,central",1
attentionperipheral,1
"attentionserialpara,peripheral",1
"attention,serial",1
"corpus,metre,music",1
"language,popular",1
"studies,emotion,lead",1
"sheet,lyric,music21,nrc",1
"emolex,sentiment,wikifonia",1
"causality,cognitive",1
"modeling,level",1
"cognition,eran,musical",1
"training,p600,rhythmic",1
"modeling,simulation,theory,validation",1
"bayes,markov",1
"carlo,na",1
"memory,music,musician",1
"grammar,music,syntax",1
"consciousness,implicit",1
"deficit,tonal",1
"emotions,expectation,syntax",1
"culture,films,innovation",1
"sounds,animal",1
"vocalizations,bioacoustics,call",1
"classification,dimensionality",1
"reduction,spectrogram,umap,unsupervised",1
"theory,structures",1
",bayesian",1
"inference,gibbs",1
"sampling,icle,ive",1
"excerpts,cohort",1
"model,music",1
"classification,musical",1
"recognition,plink,rapid",1
"heritage,digital",1
"imaging,diy",1
"scanner,guatemala,music",1
"books,preservation",1
"probability,musical",1
"analysis,harmony,melody,music",1
"corpus,corpus",1
"research,harmony,harmony,music",1
"cognition,enculturation,learning,music,music",1
"psychology,plasticity,tonality",1
"music,neuroscience,philosophy,psychology,scientific",1
"brain,brain,music,music,neuroimaging,neuroimaging,perception,perception,rhythm,rhythm",1
"amygdala,fmri,intersubject",1
"correlation,musical",1
"emotion,musical",1
"function,harmony,interoception,mode,prediction",1
"historiography,causation",1
"historiography,david",1
"lewis,historical",1
"contingency,historiographic",1
"genomics,behavioral",1
"sciences,biological",1
"techniques,biomedicine,general,neurobiology,neurosciences",1
"infants,maternal",1
"singing,music",1
"production,musicality",1
"technology,research",1
"data,software",1
"intelligence,computer",1
"vision,datasets,evaluation,optical",1
"recognition,representation",1
"septuple,septuple",1
"time,time",1
"development,eeg,emotional",1
"responses,expectations,fmri,harmony,melody,reward",1
"system,rhythm",1
"estimation,em",1
"mixtures,maximum",1
"likelihood,principal",1
"analysis,probability",1
"autocorrelation,meter,music",1
"grammar,hpsg,knowledge",1
"representation,multimedia,music,parser",1
"biolinguistics,minimalism,recursion,syntax",1
"culture,episodic",1
"foresight,future",1
"thinking,mental",1
"travel,ratcheting,social",1
"form,formal",1
"function,intrinsic",1
"formal,music",1
"cities,digital",1
"models,child",1
"hacker,cognitive",1
"modeling,core",1
"knowledge,intuitive",1
"theories,program",1
"general,musicology",1
"scholarship,music",1
"librarianship,music",1
"psychology,octatonic,tonality",1
"octatonic,stravinski,tonal",1
style-criticism,1
umfang,1
coherent,1
prototype-theoretic,1
cyclically,1
time-of-day,1
"complexity,ultrasociality",1
"studies,culture,language,semiotics",1
"geometry,fourier",1
"transform,musical",1
"scales,tonal",1
"harmony,voice",1
"corpus,statistics",1
"profiles,music",1
"theory,markov",1
"process,modulation,symbolic",1
"sciences,digital",1
"ethnography,digital",1
"sociology,facebook,social",1
"forensics,audio",1
"philology,computational",1
"phylogeny,digitized",1
"linguistics,meter,music",1
"biogeography,combinatorics,community",1
"assembly,distribution,nestedness,null",1
"model,probability",1
"code,computer",1
"programming,computers,digital",1
"media,history,literacy,multimodal",1
"segmentation,information",1
"community,statistics",1
"context,key,music,perception,recognition,representation,similarity,tonal",1
"expertise,familiarity,generalization,music,perception,statistical",1
"analysis,hierarchical",1
"models,linguistics,power",1
"analysis,psycholinguistics",1
"neurolinguistics,sample",1
"determination,social",1
"history,everyday",1
"mobility,gender,streets",1
"reduction,embedding",1
"algorithms,manifold",1
"learning,multidimensional",1
"scaling,visualization",1
"structures,high",1
"languages,mathematics",1
"cognition,language,music,octave",1
"equivalence,perception,vocal",1
"perception,music,musicality,octave",1
"equivalence,rats",1
"embodiment,gitarre,metal,metapher,riff",1
"dating,archaeology,culture,ecological",1
"productivity,mathematical",1
"models,population",1
"hierarchy,metric",1
"structure,time",1
"emotion,movement,music",1
"psychology,sad",1
"neuroscience,psychology",1
"cadence,expectation,perception,popular",1
"music,style,tonality",1
"acoustics,budgerigars,comparative",1
"evolution,popularity",1
"bias,punctuated",1
"learning,transparency",1
"mind,rhythm,situated",1
"memes,music",1
"challenge,storytelling,tiktok,transmedia",1
"perspective,local",1
"perspective,metre",1
"recordings,spectrogram",1
"alignment,tape",1
"neuroscience,emotion,learning",1
"memory,motivation",1
"signals,cultural",1
"learning,melodic",1
"universals,music",1
"systems,disharmony,golden",1
"schools,creative",1
"music,creativity,daily",1
"self,individualist,it",1
"was,precollege",1
"students,preschool,right",1
"ordinary,sociocultural,students,the",1
"of,up",1
"infrastructure,digital",1
"database,emotion,music,review,stimuli",1
"database,emotion,musical",1
"emotion,grief,melancholy,music,sadness,structural",1
"affect,emotion,panas",1
turned,1
"to,be",1
something,1
"high,composition",1
"metatheory,social",1
"science,theory,wilber,worked",1
diligently,1
"ai,data",1
"mining,emotional",1
"classification,iot,music",1
"evolution,deep",1
"models,genomics",1
"distribution,radioactive",1
"laszlo,as",1
"fields,effective",1
"metatheories,flapping",1
"circles,for,in",1
"community,many",1
"have,metatheory,of",1
"sciences,science,science",1
"affordances,controversy",1
"mapping,devices,digital",1
"methods,platform",1
"studies,wikipedia",1
"modeling,machine",1
"features,perceived",1
"bioacoustics,emotions,music",1
"therapy,opioids,pain,pain",1
"estimation,music,music",1
"retrieval,speech",1
"processing,task",1
"analysis,vocabulary",1
"analysis,dataset,music",1
"tonality,ctc,harmony,music",1
"harmonieanalyse,music",1
"retrieval,musikverarbeitung,visualisierung",1
"networks,estimation,evaluation,harmony",1
"analysis,hidden",1
"models,local",1
conversation,1
mei2json,1
wissenssystematiken,1
arbeitsfelder,1
stil,1
"annotation,digital",1
"contribution,decentralisation,ipfs,music",1
"libraries,solid",1
"geisteswissenschaften,open",1
"access,veroffentlichung",1
"10,1037,a0038784,development,doi,dx,http,melody,memory,org,supp,supplemental",1
"materials,timbre,voice",1
"annotations,deep",1
"learning,style,tonality",1
"evaluation,harmony,harmony,machine",1
"evaluation,harmony,machine",1
"modeling,inference,music",1
"cognition,representation,representation",1
"cognition,computational",1
"modelling,creativity,evolution,information",1
"theory,music,vocal",1
"cognition,collective",1
"memory,cultural",1
"evolution,culture,cumulative",1
"culture,social",1
"computing,computation,harmony,meter,music",1
"theory,rhythm",1
"practice,corpus",1
"analysis,machine",1
"analysis,harmony,music",1
"theory,pedagogy",1
computingsound,1
"musiccomputing,corpus",1
"analysis,melody,metre,popular",1
"music,rhythm,text",1
"clustering,computation,information",1
"theory,innovation,style",1
sensation,1
"history,semantic",1
"change,word",1
"classification,folk",1
"music,machine",1
"learning,switzerland,yodel",1
"conformity,cultural",1
"chromaticism,corpus",1
"perception,sound",1
"anomura,brachyura,carcinization,convergent",1
"evolution,crustacea,morphological",1
"integration,phylogeny",1
"terms,bach,cadences,chorales,depends",1
"a,events",1
"traced,figuration,in,in",1
"field,j,least,leonard",1
"mining,humanities,research,social",1
"retrieval,turkish",1
"acoustics,cultural",1
"anthropology,emotions,music",1
"perception,personality,religion,research",1
"ethics,sensory",1
"perception,mismatch",1
"negativity,rhythm",1
"retrieval,philosophical",1
"framework,psychology,semantic",1
"gap,semantics,signal",1
"ecology,evolution",1
"language,sexual",1
"song,categorization,cumulative",1
"evolution,learning",1
"biases,segmentation,syntax",1
"creativity,consciousness,generative",1
"intelligence,artificial",1
"system,audio",1
"signal,cognition,context",1
"modeling,data",1
"represention,glass,humans,intelligent",1
"structures,methodology,mir,multiple",1
"classification,music,music",1
"performance,tempo,virtuosity,virtuoso",1
"allocation,topic",1
"content,topic",1
intensity,1
"science,text",1
"analysis,topic",1
"imitation,memes,memetics,mimesis,networked",1
"clustering,harmonic",1
"art,earth,educational",1
"institutions,feature",1
"extraction,geographical",1
"ethnomusicology,random",1
forest,1
"regression,regression,standards,training,training",1
"performance,performance",1
"analysis,pianist,piano",1
"song,copyright,cultural",1
"evolution,evolution,music,music,social",1
"sciences,whale",1
"cities,culture,geography,internet,linear",1
"cognition,social",1
"behavior,birdsong,communicative",1
"perception,universals",1
"boundaries,music",1
"clustering,dirichlet",1
"process,markov",1
"studies,psychology,social",1
"birdsong,cultural",1
"evolution,machine",1
"learning,transmission",1
"algorithms,animal",1
"behavior,bird",1
attributions,1
self-supervision,1
characterisation,1
non-markovianity,1
andalusian,1
"""surprise",1
symphony,1
erratum,1
"induction,feeling,music,music",1
"consonance,dissonance,infants,music",1
chord2vec,1
oddity,1
beitrag,1
durmolltonalen,1
45,1
symmetric,1
"tone,tonality",1
"harmony,fourier",1
"transform,schubert",1
"topology,tonnetz",1
"neuroscience,empathy",1
"music,text,zipf",1
"analysis,cognitive",1
"emotion,emotion",1
"function,harmonic",1
"spaces,keys,mozart,sonata",1
"grammar,mathematical",1
"11f23,37f20,fourier",1
"transform,geometry,tonnetz,topology,voice",1
"dft,key",1
"finding,phase",1
"space,probe",1
